0,31.508183,120.401989,0,0,0,0
0.1,31.5081830405851,120.401989,0,0.1,0,0
0.2,31.5081831713591,120.401989,0,0.2,0,0
0.3,31.5081833923222,120.401989,0,0.3,0,0
0.4,31.5081837034744,120.401989,0,0.4,0,0
0.5,31.5081841048155,120.401989,0,0.5,0,0
0.6,31.5081845963457,120.401989,0,0.6,0,0
0.7,31.5081851780649,120.401989,0,0.7,0,0
0.8,31.5081858499731,120.401989,0,0.800000000000001,0,0
0.9,31.5081866120703,120.401989,0,0.900000000000001,0,0
1,31.5081874643566,120.401989,0,1,0,0
1.1,31.5081884068319,120.401989,0,1.1,0,0
1.2,31.5081894394962,120.401989,0,1.2,0,0
1.3,31.5081905623495,120.401989,0,1.3,0,0
1.4,31.5081917753918,120.401989,0,1.4,0,0
1.5,31.5081930786232,120.401989,0,1.5,0,0
1.6,31.5081944720436,120.401989,0,1.6,0,0
1.7,31.508195955653,120.401989,0,1.7,0,0
1.8,31.5081975294514,120.401989,0,1.8,0,0
1.9,31.5081991934389,120.401989,0,1.9,0,0
2,31.5082009476154,120.401989,0,2,0,0
2.1,31.5082027919809,120.401989,0,2.1,0,0
2.2,31.5082047265354,120.401989,0,2.2,0,0
2.3,31.5082067512789,120.401989,0,2.3,0,0
2.4,31.5082088662115,120.401989,0,2.39999999999999,0,0
2.5,31.508211071333,120.401989,0,2.49999999999999,0,0
2.6,31.5082133666436,120.401989,0,2.59999999999999,0,0
2.7,31.5082157521433,120.401989,0,2.69999999999999,0,0
2.8,31.5082182278319,120.401989,0,2.79999999999998,0,0
2.9,31.5082207937096,120.401989,0,2.89999999999998,0,0
3,31.5082234497763,120.401989,0,2.99999999999998,0,0
3.1,31.508226196032,120.401989,0,3.09999999999998,0,0
3.2,31.5082290324767,120.401989,0,3.19999999999998,0,0
3.3,31.5082319591104,120.401989,0,3.29999999999997,0,0
3.4,31.5082349759332,120.401989,0,3.39999999999997,0,0
3.5,31.508238082945,120.401989,0,3.49999999999997,0,0
3.6,31.5082412801458,120.401989,0,3.59999999999997,0,0
3.7,31.5082445675356,120.401989,0,3.69999999999997,0,0
3.8,31.5082479451144,120.401989,0,3.79999999999996,0,0
3.9,31.5082514128823,120.401989,0,3.89999999999996,0,0
4,31.5082549708392,120.401989,0,3.99999999999996,0,0
4.1,31.5082586189851,120.401989,0,4.09999999999996,0,0
4.2,31.50826235732,120.401989,0,4.19999999999996,0,0
4.3,31.5082661858439,120.401989,0,4.29999999999995,0,0
4.4,31.5082701045569,120.401989,0,4.39999999999995,0,0
4.5,31.5082741134589,120.401989,0,4.49999999999995,0,0
4.6,31.5082782125499,120.401989,0,4.59999999999995,0,0
4.7,31.5082824018299,120.401989,0,4.69999999999994,0,0
4.8,31.5082866812989,120.401989,0,4.79999999999994,0,0
4.9,31.5082910509569,120.401989,0,4.89999999999994,0,0
5,31.508295510804,120.401989,0,4.99999999999994,0,0
5.1,31.5083000608401,120.401989,0,5.09999999999994,0,0
5.2,31.5083047010652,120.401989,0,5.19999999999993,0,0
5.3,31.5083094314793,120.401989,0,5.29999999999993,0,0
5.4,31.5083142520824,120.401989,0,5.39999999999993,0,0
5.5,31.5083191628746,120.401989,0,5.49999999999993,0,0
5.6,31.5083241638557,120.401989,0,5.59999999999993,0,0
5.7,31.5083292550259,120.401989,0,5.69999999999992,0,0
5.8,31.5083344363851,120.401989,0,5.79999999999992,0,0
5.9,31.5083397079333,120.401989,0,5.89999999999992,0,0
6,31.5083450696705,120.401989,0,5.99999999999992,0,0
6.1,31.5083505215968,120.401989,0,6.09999999999991,0,0
6.2,31.508356063712,120.401989,0,6.19999999999991,0,0
6.3,31.5083616960163,120.401989,0,6.29999999999991,0,0
6.4,31.5083674185096,120.401989,0,6.39999999999991,0,0
6.5,31.5083732311919,120.401989,0,6.49999999999991,0,0
